filename,start,end,class
nips4b_train001.wav,2.975056689,3.172426304,Petpet_song
nips4b_train001.wav,1.967891156,2.054965986,Sylcan_song
nips4b_train001.wav,0.856235828,0.937505669,Sylcan_song
nips4b_train001.wav,1.54122449,1.674739229,Sylcan_song
nips4b_train001.wav,1.8430839,1.9736961450000001,Sylcan_song
nips4b_train001.wav,0.0,0.08707483,Sylcan_song
nips4b_train001.wav,1.187120181,1.262585034,Sylcan_song
nips4b_train001.wav,0.432471655,0.49052154200000003,Sylcan_song
nips4b_train001.wav,0.743038549,0.853333334,Sylcan_song
nips4b_train001.wav,1.320634921,1.375782313,Sylcan_song
nips4b_train001.wav,1.050702948,1.117460318,Sylcan_song
nips4b_train001.wav,0.954920635,1.012970522,Sylcan_song
nips4b_train001.wav,4.649795918,5.003900227,Petpet_song
nips4b_train001.wav,0.62984127,0.673378685,Sylcan_song
nips4b_train001.wav,0.519546485,0.600816326,Sylcan_song
nips4b_train001.wav,2.510657596,2.760272108,Petpet_song
nips4b_train001.wav,0.354104308,0.39473922899999997,Sylcan_song
nips4b_train001.wav,0.177052154,0.229297052,Sylcan_song
nips4b_train001.wav,3.181133787,3.3843083899999997,Petpet_song
nips4b_train001.wav,1.012970522,1.21904762,Petpet_song
nips4b_train001.wav,1.47446712,1.526712018,Sylcan_song
nips4b_train002.wav,4.854421769,5.003900227,Prumod_song
nips4b_train002.wav,0.570340136,0.635646258,Erirub_call
nips4b_train002.wav,0.674829932,0.748843537,Erirub_call
nips4b_train002.wav,0.853333333,0.922993197,Erirub_call
nips4b_train002.wav,1.345306122,1.876462585,Turmer_call
nips4b_train002.wav,1.80244898,3.156462585,Prumod_song
nips4b_train002.wav,3.731156463,4.506122449,Turmer_call
nips4b_train002.wav,0.404897959,0.470204081,Erirub_call
nips4b_train002.wav,0.156734694,0.7836734700000001,Turmer_call
nips4b_train003.wav,1.481632653,1.5285714289999999,Phofem_song
nips4b_train003.wav,0.302040816,0.342857143,Phofem_song
nips4b_train003.wav,0.255102041,0.289795919,Phofem_song
nips4b_train003.wav,0.0,2.687709751,Tetpyg_song
nips4b_train003.wav,1.559183673,1.604081632,Phofem_song
nips4b_train003.wav,1.614285714,1.651020408,Phofem_song
nips4b_train004.wav,3.825487528,5.003900227,Siteur_song
nips4b_train004.wav,3.29723356,5.003900227,Unknown
nips4b_train004.wav,3.012789116,3.482993198,Gargla_call
nips4b_train004.wav,1.938866213,3.024399093,Turmer_song
nips4b_train004.wav,0.743038549,1.306122449,Fricoe_song
nips4b_train004.wav,0.272834467,0.702403628,Gargla_call
nips4b_train004.wav,0.0,0.365714286,Parate_song
nips4b_train005.wav,1.056507937,1.203809524,Galthe_call
nips4b_train005.wav,0.853333333,1.005714285,Galthe_call
nips4b_train005.wav,4.896507937,4.993015874,Galthe_call
nips4b_train006.wav,0.82430839,1.160997732,Turmer_song
nips4b_train006.wav,0.34829932,0.6617687080000001,Turmer_song
nips4b_train006.wav,1.880816327,3.738412699,Parate_song
nips4b_train006.wav,3.308843537,4.655600907,Embcir_song
nips4b_train006.wav,2.641269841,3.900952381,Siteur_song
nips4b_train006.wav,1.114557823,1.6718367349999999,Gargla_call
nips4b_train007.wav,0.385306122,0.435918367,Sylund_song
nips4b_train007.wav,0.483265306,0.558367347,Sylund_song
nips4b_train007.wav,0.600816327,0.633469388,Sylund_song
nips4b_train007.wav,4.293877551,4.4097959179999995,Sylund_song
nips4b_train007.wav,4.440816327,4.486530613,Sylund_song
nips4b_train007.wav,0.723265306,0.822857143,Sylund_song
nips4b_train007.wav,4.569795918,4.589387755,Sylund_song
nips4b_train007.wav,4.638367347,4.675918367,Sylund_song
nips4b_train007.wav,4.705306122,4.757551019999999,Sylund_song
nips4b_train007.wav,4.806530612,4.850612245000001,Sylund_song
nips4b_train007.wav,4.943673469,5.003900227,Sylund_song
nips4b_train007.wav,4.504489796,4.558367347,Sylund_song
nips4b_train007.wav,4.199183673,4.284081632,Sylund_song
nips4b_train007.wav,0.143673469,0.16489795899999998,Sylund_song
nips4b_train007.wav,1.239183673,1.333877551,Sylund_song
nips4b_train007.wav,1.129795918,1.1640816319999998,Sylund_song
nips4b_train007.wav,0.886530612,0.968163265,Sylund_song
nips4b_train007.wav,0.111020408,0.124081632,Sylund_song
nips4b_train007.wav,0.003265306,0.08816326499999999,Sylund_song
nips4b_train007.wav,0.230204082,0.269387755,Sylund_song
nips4b_train007.wav,0.310204082,0.360816327,Sylund_song
nips4b_train008.wav,4.564897959,4.724897959,Carcan_call
nips4b_train008.wav,4.303673469,4.457142857,Carcan_call
nips4b_train008.wav,3.500408163,4.199183673,Carcan_call
nips4b_train008.wav,4.803265306,4.924081633,Carcan_call
nips4b_train008.wav,2.093061224,2.200816326,Carcan_call
nips4b_train008.wav,1.740408163,1.7730612239999999,Carcan_call
nips4b_train008.wav,2.285714286,2.82122449,Aegcau_call
nips4b_train008.wav,0.982857143,1.031836735,Carcan_call
nips4b_train008.wav,1.377959184,1.4138775510000001,Carcan_call
nips4b_train008.wav,1.462857143,1.5085714289999999,Carcan_call
nips4b_train008.wav,0.179591837,0.290612245,Unknown
nips4b_train008.wav,0.685714286,0.777142857,Unknown
nips4b_train008.wav,0.816326531,0.862040817,Carcan_call
nips4b_train008.wav,0.871836735,0.927346939,Carcan_call
nips4b_train008.wav,2.945306122,3.105306122,Carcan_call
nips4b_train008.wav,3.180408163,3.209795918,Carcan_call
nips4b_train009.wav,2.477278912,2.869115647,Corcor_call
nips4b_train009.wav,1.789387755,2.224761905,Corcor_call
nips4b_train009.wav,1.201632653,1.306122449,Parcae_call
nips4b_train009.wav,1.140680272,1.562993197,Corcor_call
nips4b_train009.wav,0.84462585,1.114557823,Parcae_call
nips4b_train009.wav,0.592108844,0.848979592,Parcae_call
nips4b_train009.wav,0.474557823,0.561632653,Parcae_call
nips4b_train009.wav,0.004353741,0.130612244,Pasdom_call
nips4b_train009.wav,2.808163265,3.1434013600000004,Pasdom_call
nips4b_train010.wav,0.833015873,0.995555556,Cetcet_song
nips4b_train010.wav,1.081904762,1.153015873,Cetcet_song
nips4b_train010.wav,2.737777778,2.89015873,Cetcet_song
nips4b_train010.wav,0.0,0.157460317,Cetcet_song
nips4b_train010.wav,1.183492063,1.32063492,Cetcet_song
nips4b_train010.wav,1.828571429,1.9657142859999999,Cetcet_song
nips4b_train010.wav,1.970793651,2.062222222,Cetcet_song
nips4b_train010.wav,2.128253968,2.219682539,Cetcet_song
nips4b_train010.wav,2.306031746,2.448253968,Cetcet_song
nips4b_train010.wav,2.509206349,2.666666666,Cetcet_song
nips4b_train011.wav,0.304761905,0.374421769,Parmaj_call
nips4b_train011.wav,0.65015873,0.734331066,Parmaj_call
nips4b_train011.wav,1.184217687,1.25968254,Hirrus_call
nips4b_train011.wav,2.290068027,2.348117914,Hirrus_call
nips4b_train011.wav,2.870566893,2.9257142849999997,Hirrus_call
nips4b_train011.wav,3.1230839,3.303038549,Hirrus_call
nips4b_train011.wav,3.532335601,3.604897959,Parmaj_call
nips4b_train011.wav,4.043174603,4.098321995,Unknown
nips4b_train011.wav,3.700680272,3.776145125,Parmaj_call
nips4b_train012.wav,0.0,5.00390022675737,Noise
nips4b_train013.wav,0.0,1.004081633,Fricoe_song
nips4b_train013.wav,1.065306122,1.253061224,Fricoe_song
nips4b_train014.wav,0.0,0.026122449,Sylmel_song
nips4b_train014.wav,3.339319728,3.424943311,Sylmel_call
nips4b_train014.wav,0.818503401,0.898321995,Sylmel_song
nips4b_train014.wav,0.721269841,0.789478458,Sylmel_song
nips4b_train014.wav,0.555827664,0.6429024940000001,Sylmel_song
nips4b_train014.wav,0.429569161,0.510839002,Sylmel_song
nips4b_train014.wav,0.306213152,0.352653061,Sylmel_song
nips4b_train014.wav,0.058049887,0.14367347,Sylmel_song
nips4b_train014.wav,0.322176871,0.387482993,Sylmel_song
nips4b_train014.wav,0.190113379,0.26557823199999997,Sylmel_song
nips4b_train015.wav,0.0,0.185759637,Turmer_call
nips4b_train016.wav,2.020136054,2.275555555,Serser_song
nips4b_train016.wav,0.121904762,0.208979592,Picpic_call
nips4b_train016.wav,2.263945578,2.374240363,Picpic_call
nips4b_train016.wav,3.448163265,4.371156462,Turmer_song
nips4b_train016.wav,2.316190476,4.881995465,Serser_song
nips4b_train016.wav,4.5569161,4.678820861999999,Turphi_call
nips4b_train017.wav,4.678095238,4.7796825400000005,Cetcet_song
nips4b_train017.wav,4.383492063,4.454603174000001,Cetcet_song
nips4b_train017.wav,3.834920635,4.0076190480000005,Cetcet_song
nips4b_train017.wav,0.0,0.096507937,Lusmeg_song
nips4b_train017.wav,0.152380952,0.29968253899999997,Lusmeg_song
nips4b_train017.wav,0.426666667,0.553650794,Lusmeg_song
nips4b_train017.wav,0.802539683,0.848253969,Lusmeg_song
nips4b_train017.wav,3.707936508,3.784126984,Cetcet_song
nips4b_train017.wav,3.479365079,3.641904762,Cetcet_song
nips4b_train017.wav,2.565079365,2.737777778,Cetcet_song
nips4b_train017.wav,1.041269841,1.1885714280000002,Lusmeg_song
nips4b_train017.wav,0.904126984,0.995555555,Lusmeg_song
nips4b_train017.wav,4.855873016,4.993015873,Cetcet_song
nips4b_train017.wav,0.645079365,0.7111111109999999,Lusmeg_song
nips4b_train017.wav,4.505396825,4.5917460310000004,Cetcet_song
